cluster_id,train_count,val_count,test_count,total_count,acc_mag_mean,acc_mag_rms_mean,acc_mag_peak_mean,gyro_mag_mean,gyro_mag_rms_mean,gyro_mag_peak_mean,cluster_intensity_score,severity_label,severity_name
0,1659,561,457,2677,2.0498243286855398,2.3389901774988755,6.427383127522943,1.9090335497463087,3.0410170663617473,10.139005451334608,16.566388578857552,0,Mild
2,1267,421,304,1992,2.2308941935589677,2.5747180818664623,7.282822277758568,2.3915243826236137,3.720041176138097,12.314197375253137,19.597019653011706,1,Moderate
1,1558,518,439,2515,2.253387928659405,2.6344103431364996,7.858682776446214,2.429195971597603,3.7968126263024717,12.975687017183708,20.83436979362992,2,Severe
