cluster_id,size,peak_accel_mean,peak_accel_median,acc_rms_mean,gyro_peak_mean,gyro_rms_mean,energy_mean,delta_velocity_mean,sma_mean,jerk_mean
0,1697,6.39667250987847,6.429793357849121,2.3373632367807904,10.15505721601375,3.0443346754691145,,,,
1,2787,7.635105472163654,7.504839897155762,2.6122922195856146,12.703870253106109,3.7701964875383105,,,,
