cluster_id,count,percentage,peak_accel_mean,peak_accel_median,acc_rms_mean,gyro_peak_mean,gyro_rms_mean,jerk_mean,energy_mean,delta_velocity_mean,sma_mean
0,1659,0.3699821587867975,6.427382946014404,6.442288875579834,2.3389902114868164,10.139004707336426,3.0410168170928955,0.6434576511383057,5.688434600830078,6.460892200469971,1.0288891792297363
1,1558,0.3474576271186441,7.858683109283447,7.683051586151123,2.6344101428985596,12.975687026977539,3.7968125343322754,0.7859616875648499,7.182314872741699,7.104187488555908,1.1384564638137817
2,1267,0.28256021409455845,7.282822132110596,7.175217151641846,2.5747182369232178,12.314197540283203,3.720041036605835,0.724854588508606,6.891613006591797,7.032899379730225,1.1290992498397827
