cluster_id,size,peak_accel_mean,peak_accel_median,acc_rms_mean,gyro_peak_mean,gyro_rms_mean,energy_mean,delta_velocity_mean,sma_mean,jerk_mean
0,1659,6.427383127522943,6.442288875579834,2.3389901774988755,10.139005451334608,3.0410170663617473,,,,
1,1558,7.858682776446214,7.683051586151123,2.6344103431364996,12.975687017183708,3.7968126263024717,,,,
2,1267,7.282822277758568,7.175217151641846,2.5747180818664623,12.314197375253137,3.720041176138097,,,,
